DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
2514	__label1__	2	N	Kitchen	B00I8N1JK6	Brieftons Tri-Blade Spiralizer, Green	Paderno Much Better!	I am writing this review for my wife because she is too nice. I'm nice too, just not happy.<br /><br />We've had a Paderno spiral slicer since 2012 and get great use out of it.<br />Last week we decided to buy a 2nd spiral slicer for the cabin since we are spending more time up there these days. I told my wife to buy this one because of the good reviews, especially the one from top reviewer RWM.<br />We got it and took our usual bunch of vegetables up and besides the softest ones, the Briefton was not capable enough. Just too flimsy and blades not sharp enough. Ruined our dinner and wife blamed me for choosing it of course.<br /><br />We are returning it but it really should have NEVER been ranked equal or higher than the Paderno!<br /><br />Hope his helps others from wasting their time.
2515	__label1__	4	N	Shoes	B00NV1S5I4	FUNOC® Retro Vintage Fashion Unisex Round Arrow Style Metal Frame Sunglasses Eyewear	Value for money	Decent product, i got what i ordered and what i saw in the picture.<br /><br />No issues with the product, comes in a stylish case..
2516	__label1__	3	N	Automotive	B002CP9426	Green Earth Technologies 1155 G-Oil 5W-30 Green Motor Oil - 1 Quart Bottle (Case of 6)	Burns more oil and is thicker than the competition	I really was using this when G-oil was giving away those $20 rebates on the 5 qt jug at wally world. It works fine. I have noticed that its thicker than synthetic M-1. My mechanical oil pressure gauge runs 5-7 psi higher on this oil in my F-150 with the same 5w30 weight oil. I have also used it in my V-6 montero as well. I change my oil every 7k miles and normally I have to add 2x as much as normal synthetic (M1, syntec, Val) at 3-4k miles to get me to the 7k change. I definitely notice both my engines consuming more of this oil than normal synthetic. I am from the school of lower viscosity (higher flow oil) and less burning oil so if the price is the same I usually go somewhere else.
2517	__label1__	4	N	Luggage	B007UNSHJ6	American Tourister Luggage AT Pop 3 Piece Spinner Set, Black, 29/25/21	better quality	I have an infant and toddler so I purchased this set so I would have a free hand/arm while traveling. I'm trusting them in the durability of the item since she's a world traveler. I do feel that my Samsonite brand luggage is better quality which is the reason I gave 4 stars.
2518	__label1__	3	N	Tools	B00PLJ28QO	Portable Mini Round Hard Storage Case Bag for Earphone Headphone SD TF Cards New	Decent quality	Appears to be of decent quality and the perfect size to protect my external hard drive. I bought a second one to gift to a family member and am pleased with the product.
2519	__label1__	4	N	Video DVD	B005LAIH9K	American Reunion (Unrated Blu-ray + DVD + Digital Copy + UltraViolet)	few episodes that I found hilarious	Usually not the type of a movie I'd watch. Surprisingly, it had a few episodes that I found hilarious and was laughing out loud. Overall, pretty entertaining.
2520	__label1__	4	N	Tools	B000FJQQVI	Ready America 70280 Emergency Kit, 2-Person, 3-Day Backpack	emergency kit..	We don't know what will happen. We don't have the power to predict future events. I always want to make sure that I'm ready with tragedies or any emergency situations. It's hard to neglect this kind of situations. This emergency kit is for two persons and would last for 3 days. It is a complete survival kit.
2521	__label1__	3	N	Outdoors	B00BSHCB9M	FMS Aqua Marine Survival Rescue Whistle (4 Pack)	Best Whistle	I like to go diving and I wanted to replace an old whistle that I had which had corroded slightly and I purchased the 4 pack so that I could had them around to my close diving companions too.  They loved the fact that they worked well and they could be easily attached to our kit.
2522	__label1__	2	N	Kitchen	B000094Y17	Brita 42556 Grand Pitcher	Most annoying	Most annoying, the small cover that effectively seals the spout would suction itself on once wet and when we tried to pour, water would leak around it or actually cause the lid to fly off and water to go everywhere. We even tried creating a notch in the plastic cover, but to no avail. This one with no cover obviously solves that issue. Only slightly less annoying, the carbon bits that would leak down into the main pitcher. So far, no bits. Two thumbs up.
2523	__label1__	4	N	Apparel	B008L5F1LY	Bundle Monster 5pc Mens Trendy Fashion Business Solid, Woven, Stripes Necktie Tie Mixed Set 5 - Skinny Tie 2" Wide	Great items in total.	The box made it look really fancy though the design is not really the in thing right now. the gray and midnight blue is fancy-looking and both could be worn for everyday basis. the other 3 or more on for the stylish bachelor preppy look. Great items in total.
2524	__label1__	3	N	Jewelry	B002AQSSVA	Sterling Silver Multi Pressed Flower Teardrop Earrings	Average Jewelry	To me, these earrings looked like any average cubic zirconia jewelry in the silver rack in most department stores. In real life it's a big main stone and the outer circle is smaller than appears in the picture. It does not look like fine jewelry or diamonds. However main stone produces a lot of sparkle and the earrings are sturdy and well done.
2525	__label1__	4	N	Automotive	B00C48TJ58	Lukas LK-7900 ACE 1080p Full HD Car Dashboard Camera and Video Recorder with GPS, 16 GB	So far, impressive	I love having a dash cam, mostly because I am really, really paranoid. So far, I am impressed with this product. The memory's great and the performance is as promised.
2526	__label1__	4	N	Musical Instruments	B000FPPZLE	Guitar For Dummies Acoustic Guitar Starter Pack (Guitar, Book, Audio CD, Gig Bag)	Great price for a nice product	I bought 3 of these for beginner players. They aren't that quality but they are nice. The tuner is easy to use the amp is great and the DVD had them playing amazing grace in a couple days. Great price for a nice product.
2527	__label1__	4	N	Pet Products	B00K5S8LEE	Epica - Deluxe Pet Bench Car Seat Cover, Quilted, Water Resistant, and Machine Washable ,Black (Item# 82247)-56"x47"	full back seat coverage	I like the full coverage and how it perfectly fits my back seat. Now we can bring our dogs, small and big, without having to bring their carry cage with them ans w/o having to worry about the interior getting damaged and dirty. It's very well-priced and easy to install and I wouldn't think twice buying another one.
2528	__label1__	4	N	Apparel	B001GG1BKK	Fownes Womens Lambskin Cashmere Lined Leather Gloves Black 7	Nice quality	These gloves were well worth the money. The leather is nice quality and I was so happy to give these as a gift. They are nicer than gloves I have seen that cost nearly twice as much. I received them quickly and am very pleased with my purchase.
2529	__label1__	4	N	Furniture	B003FGWY1E	South Shore Axess Collection Desk, Chocolate	I like it	This is much better than what I was led to believe, though not that much I have to admit. It's durable though.
2530	__label1__	4	N	Pet Products	B000R1D3KQ	Tick Key Tick Remover	Disgusting work	I hate having to pluck ticks from my dog, but it has to be done, and this product at least makes the task easier. I spent an hour total checking and re-checking, which is actually a lot shorter than what I used to spend.
2531	__label1__	2	N	Home Improvement	B002NTU5HY	Sitting Buddha Sculpture Solar 19 1/2&quot; High LED Sculpture	Very disappointing	The statue is a very small castled mold not hand sculpted and made of a very flimsy and fragile looking blackened cement or sand-like material not stone. It is not worth half it's price. Very disappointing!
2532	__label1__	4	N	Musical Instruments	B0011FUIPA	Epiphone "Tom Delonge" Signature ES-333 Semi-Hollowbody Electric Guitar	I have been playing one of these for a while now. Love it but....	I have been playing one of these for a while now. I love it but...  As with most hollow bodies it goes out of tune after heavy string bending leads.  This model IS MUCH MUCH better than most because of its through body solid design, which is why its called a semi-hollow body.  If you dont play bluesy bendy leads this is as good as any guitar out there. If you do. Keep a second 6 string by the stage so when you come out of that solo you are playinbg diminished chords...lmao
2533	__label1__	4	N	Furniture	B001TZLAZE	Tot Tutors Kids Plastic Table and 4 Chairs Set, Vibrant Colors	they love it. It is sturdy (I sit in the ...	This is a very cute table and chair set for my kids, they love it. It is sturdy (I sit in the chairs sometimes and I weigh 170lbs) and its very  colorful. My daughter loves this set and she is two years old and my son is 4. thanks for the great buy
2534	__label1__	2	N	Baby	B001OC5UNK	Regalo Easy Open 50 Inch Wide Baby Gate, Pressure Mount with 2 Included Extension Kits	so cheap and poor quality	This is HORRIBLE!!! I ordered two of these gates and the first one was broken. I put the second one up and it wouldn't even open. These aren't made well and they are just really a bad product. VERY disappointed. Don't waste your time or money.
2535	__label1__	3	N	Watches	B001QFZWW4	Invicta Women's 5377 Angel Diamond-Accented Stainless Steel Watch	not portrayed as picture	The watch itself is a beautiful watch. Love the watches - they last a long time. However, I returned the watch because the diamonds are sooooo small you can't even see them. They are not portrayed as they really are in the picture.
2536	__label1__	4	N	Musical Instruments	B003QKBVYK	Zoom H1 Handy Portable Digital Recorder	A pretty decent recorder	The sound quality is really great, however there are instances that audio gain isn't working properly. I don't know if its just my copy but overall I can say that this is a pretty decent recorder for any occasions. I've been using it for wedding videos.
2537	__label1__	2	N	Books	0316038385	Twilight (The Twilight Saga, Book 1)	Dear author!	As I'm sure the other 6,000 reviews told you, vampires don't sparkle. Actually I'm pretty sure vampires don't exist. Nor do huge wolves which was an obvious attempt on your part to appeal to the native american people in hopes of garnishing their support in making you works reach best seller status.<br /><br />I would suggest you remove these myths from the book, which would shorten the 4 book series to one novella. In fact, if you just had Bella die from her head injury from that volleyball in gym class, we would be spared a lot of unnecessary whining and melodrama, and could go on to enjoy real cult classics like 'Vamp, the alien sex goddess masquerading as Wonder Woman.'<br /><br />Sincerely,<br />your number two and half fan,<br />TheReviewNutt
2538	__label1__	4	Y	Video Games	B00N9IZLAO	Ortz® Xbox 360 Battery Pack + FREE 2x Rechargeable Batteries with Charging Station - Best Quality Charger for X360 Wireless Controller - USB Cable & Dock Stand with 2 Batteries - Quick charge Kit (Black) - 1 YEAR WARRANTY	Saves on cost	I love the product, the black color matches with my black controller. It has helped me save lots of cash that I was using to purchase batteries that even didn't last for long before dying.
2539	__label1__	4	N	Furniture	B003BTTXV4	Home Styles 5001-0072 5001 Series with Medium Cherry Wood Top Buffet, Medium Cherry, 29-1/4-Inch	Nice looking buffet	Nice looking buffet. Very long. Assembly was time consuming but not difficult. The instructions were clearly laid out. Just make sure you have a lot of space. Bottom drawers stick, but overall quality is good, but not great. Compatible to the PB buffet, but I'm sure PB construction is a bit better.
2540	__label1__	1	N	Electronics	B00AXXOBEK	Panasonic DMP-MST60 Smart Network Media Streaming Player with Built-In Wi-Fi	Didnt work	I was very unhappy with this streaming device. It would not connect to my router, so I had to box it up and send it back.
2541	__label1__	3	N	Tools	B002VDA2AC	Neiko 71010 Stainless Steel Sports Water Bottle with Wide Mouth | 0.75L	LOVE this water bottle	I LOVE this water bottle. It can go in the dish washer, it keeps water a little cooler, and it's pretty. My 2 year old daughter and I both have pink. Mine has a little dent but who cares? Best of all, its eco-friendly and it has a wide mouth that fits ice cubes. The water bottles have a small opening and do not fit ice cubes. Buy this bottle for everyone in your family and quit putting plastic bottles in the landfills!
2542	__label1__	1	N	Video Games	B008277N12	FIFA Soccer 13 - PlayStation Vita	EA sucks	this is same game and I want to ask EA why they didn't care to fix glitched trophy's on previous version? So they made a new game and don't care anymore about their customers. Don't buy this until they fix all the things and update older version of this game. I don't trust this company anymore. Shame on you EA
2543	__label1__	2	N	Home	B0037KMSRI	Closet Complete Velvet Hanger Set - Ultra-Thin No Slip Velvet Suit Hangers - Space Saving Clothes Hangers For Children & Adult Clothes - Great For Skirts, Dresses, Suits, Shirts & More - Slim Black Design, Set of 50	it breaks easily and it's difficult to slip your clothes when hanging ...	i would not buy this set again. it may be lightweight and flimsy so it saves space in the closet. however, it breaks easily and it's  difficult to slip your clothes when hanging them. i don't like it at all.
2544	__label1__	2	N	Home Improvement	B00L35CYXW	Wireless Doorbell, [Improved Version] AVANTEK DT22 Portable Door Bell Kit, 52 Chime Tones, 1000 ft / 300 m Range [1 Push Button, 1 Plug-In Door Chime & 1 Battery Powered Door Chime]	Pass on this doorbell	Reasons for my 2 star:<br /><br />1.  Requires battery on the second receiver.<br />2.  Range is not as advertised - I tested and it was about half of what the description says.<br />3.  Tried contacting seller and no answer.
2545	__label1__	2	N	Home	B000NG6730	5 ft. Curved Shower Rod - Polished Stainless Steel	Disappointing!	This is the FIRST thing I have purchased from here that I did not feel deserved 5 stars. The liner was several inches shorted than stated. The rod had previously been opened and the pieces weren't well situated. Disappointing!
2546	__label1__	4	Y	Lawn and Garden	B00M12WE6S	Set of 3 Highest Quality BBQ Grill & Baking Mats | 100% Non-stick | Works on Any BBQ Grill or As Pan Liner | Dishwasher Safe with No-hassle Refund If You Are Not 100% Satisfied!	Loving the grill mat am very happy camper because it keep my veggie in one place ...	Loving the grill mat am very happy camper because it keep my veggie in one place without falling through my griller. Also, love that it keep my meat juicer
2547	__label1__	4	N	Apparel	B00EJW22Z6	BRAND NEW Mens Necktie SOLID Satin Neck Tie Black 58	I was expecting some crappy material but I was wrong	The low price and the quality of the items is really a eye opener. I was expecting some crappy material but I was wrong. Felt and look like a decent tie you would pay $15+
2548	__label1__	3	N	Furniture	B005EOL812	Cabot Collection 60W L Desk in Espresso Oak	Beautiful desk but the only issue we had was delivery	Beautiful desk but the only issue we had was delivery. It was elongated because the driver could not fit based on our schedule. Very frustrating when you are under time constraints.
2549	__label1__	1	Y	Home Improvement	B00LL6WPX2	Rozin Pull Down Kitchen Sink Faucet Swivel Spout Mixer Chrome Finish	Faulty spout and water line, caused flooding and ruined ...	Faulty spout and water line, caused flooding and ruined downstairs ceiling and hardwood floors. Do not buy. Not worth it!!
2550	__label1__	4	N	Home Entertainment	B0078LSTWU	Samsung UN32EH4003 32-Inch 720p 60Hz LED TV (2012 Model)	Great work	After hesitation from reading the reviews, I decided to take a chance and order this tv for our bedroom. All I can say is, chance worth taken. This tv is great! Arrived quickly, in perfect shape and it works just as it should.
2551	__label1__	4	N	Video DVD	B003LL3N1I	Saving Private Ryan (Sapphire Series)  [Blu-ray]	Gary	This movie has the most brutal and graphic violence you are likely to ever see. If you have any question of whether war is inhuman, see this movie to set yourself straight. It chronicles several strangers, forced to waste their lives on a pointless mission. We see how brutal and fruitless war is. The movie shows us good people and bad people (in predictable roles on both sides of the fighting). The direction and filmography are similar to Band of Brothers (for obvious reason). It is technically and visually excellent.<br /><br />The failing of the movie, I believe, is that it can't compare to The Thin Red Line in terms of message(both came out the same year). Although clearly showing that ''war is bad,'' Ryan fails to show us the underlying cause (people, even good people, are corrupt and inhuman). We see bad people do bad things, and good people do good things in this movie. See the Thin Red Line, and feel that not only is war bad, but humanity in general is brutish and terrible.
2552	__label1__	1	N	Kitchen	B00005NCX2	Nordic Ware 2-Burner Reversible Grill Griddle, 20 by 10-3/4 Inch	bad quality	My roommate and I thought that this would be a great idea for making our own burgers but he noticed that this comes with some serious quality issues, not least of which is the weak coating.
2553	__label1__	4	N	Camera	B004I53EX8	Discontinued Sekonic L-308DC Photographic Lightmeter, Replaced With Sekonic L-308DC-U	It seems OK	I bought this to use with a vintage meter less film camera. It's easy to use, and seems very accurate. I've not had it long enough to comment on durability, but it seems OK. The buttons all seem to be tight and to be making the proper contact with their counterparts. That it will also meter for flash brings bonus functionality to the old camera. I'm pleased with how well it works.
2554	__label1__	3	N	Shoes	B0007T2BXI	Sebago Men's Classic Loafer,Black,10.5 3E US	send them back	I bought these in a size 10. I liked the look and quality of the shoe, but they ran a bit small sadly. I was so excited to wear this shoe because it is really pretty, just too tight. Unfortunately have to send them back.
2555	__label1__	1	N	Video Games	B00002ST7F	Sonic the Hedgehog 2	MARIO WILL ALWAYS BE LIGHT YEARS AHEAD OF SONIC!	The truth is Sega hasn't couldn't escalate after Genesis. In fact, Sonic had to carry them & Nintendo was the one who made Sega popular by being their rival; which Nintendo was & STILL is light years ahead of washed up Sega so it was no comparison.<br /><br />Sega is aware of how crappy their company is cause in the 90s they swore they would never team up with Nintendo; but now they barely make just games instead of garbage systems & even team up with Nintendo so once again Nintendo would save them. The only good game in the Sonic series was Sonic 3+Sonic & Knuckles & that was just average. Sonic 1 was ok but overrated & lacks replay value, Sonic 2 was extremely easy & overrated as well, Sonic 3 was too short & a waste of time. Instead of just going ahead & releasing the full game of Sonic 3, Sega wanted to make a money grab; the other Sonic games pretty much sucked.
2556	__label1__	3	N	Furniture	B0019GLH9W	Powell Antique Black with Sand Through Terra Cotta Vanity Mirror and Bench	difficult to install	We finished our basement and we're big fans of the modern look of this vanity. According to the contractor and I'll spare the expletives it was quite difficult to install. It did not come with instructions.
2557	__label1__	4	N	Outdoors	B008IMKRQ4	Ozark Trail 10 Person Tent 3 Rooms 20 X 10	Plenty of room	We wanted to get a larger tent for our expanding family.... something to fit a playpen with room to spare. We could have played volleyball in here. We fit everything, plus our baby had plenty of room to crawl around and play.
2558	__label1__	1	Y	Home Improvement	B002N325P0	Hinkley Lighting 0921 18 Watt T5 Wedge Base Light Bulb, Bright White	Burned after first day	Really?<br /><br />Where is the quality control.<br /><br />Used for less than 1 hour, in one day and its burnt!<br /><br />Disappointing and wont be buying again
2559	__label1__	2	N	PC	B001XURP8G	SanDisk Cruzer CZ36 16GB USB 2.0 Flash Drive- SDCZ36-016G-B35	bad sector of the memory	Price is right just dies and the worst possible time, first came up saying write protected, did the kill disk that took 2 days and when that was done finally found the problem was there was a bad sector of the memory and refused to format.
2560	__label1__	4	N	Apparel	B00BLOQ288	Buxton Napa Leather Wizard Zip Around Accordion Wallet (Light Orange)	This is a great wallet!	This is a great wallet! I ordered it in the Athena Bronze and it is beautiful. The zipper is sturdy and there are so many slots for cards. You can fit your phone in there and use it as a clutch too. I am new to Gigi hill and sad to find out that these are the last items released. Will be stocking up because the price for the quality is unbeatable.
2561	__label1__	4	N	Camera	B006UMMP8C	Canon VIXIA HF R30 Full HD 51x Image Stabilized Optical Zoom Camcorder Wi-Fi Enabled with 8GB Internal Drive Dual SDXC Card Slots and 3.0 Touch LCD (Discontinued by Manufacturer)	Great Camcorder	Pros:<br />Good stabilization<br />High Resolution<br />Amazing Optical Zoom<br />Built in wifi<br /><br />Cons:<br />Limited battery life<br />No dual sd card slots
2562	__label1__	1	N	Kitchen	B00GBCC00E	Elite Cuisine ECT-3803 Maxi-Matic 4-Slice Long Slot Cool Touch Toaster, Black	Bad toaster!	I can't believe a toaster could be this bad! It burns all of the edges but leaves the middle hardly browned!
2563	__label1__	2	Y	Grocery	B00B737P8E	Brew & Save Refillable K-Cup for Keurig 2.0 and 1.0 Brewers, 5-Count	not working	I aquired this product wanting me and my husband could use it for coffee so we wouldn't should spend so significantly on K-Cups. This doesn't work at all. It makes a terrible cup of coffee.
2564	__label1__	3	N	Lawn and Garden	B0012BGXVQ	Dyna-Gro Pure Neem Oil Natural Leaf Polish, 8 Ounces	It stinks	I don't know a lot about neem oil, so I don't know if it's supposed to stink...but it stinks. I bought this to help kill various bugs around my apartment but don't really use it because of...the smell. It did work for getting rid of some flying bugs that infested a hanging plant, but I haven't used it much. Plus, if it gets chilly in your house, it gets solid and you have to put it in hot water for a while to reliquary it.
2565	__label1__	2	N	Tools	B0007ZJ1IK	Campbell Hausfeld Tire Inflator, 3-in-1 Inflation Gun, Locking Chuck and 2-inch Gauge, ¼” NPT and Flexible Hose (MP600000AV)	Campbell Hausfeld MP6000 Tire Inflator with Gauge	The gauge doesn't work properly! Be very careful using this. Your tires could blow if you put too much air in them. There should be regulations on these or something. I wouldn't recommend this to any of my friends. Find something that's going to be accurate.
2566	__label1__	3	N	Video DVD	B001AZIRV8	Shelley Duvall's Faerie Tale Theatre: The Complete Collection	very dark and grainy	Each story was more like an odd skit featuring various well known actors/actresses when they were younger or starting out. A curious collection for someone interested in these types of movies. Quality is very poor... Most were very dark and grainy, so difficult to watch. One of the CDs glitches or skipped a little.
2567	__label1__	3	Y	Apparel	B003KIW8AO	Rhinestone Cat Eye 50s Party Glasses in Many Colors (Red)	fun and cool, but...	I kind of hoped the quality of these would be a little better... They are still fun for a party night though...
2568	__label1__	4	N	Outdoors	B002SUGS7O	Igloo Island Breeze Maxcold 50 Quart Roller Cooler (Ice Blue, 27.5 x 16.75 x 19.063-Inch)	Good storage box	Fits in my trunk really well. Easy to carry, the only thing that I think of is the handle. I hope that it will last long. As for now, this cooler does its job nicely.
2569	__label1__	1	Y	Toys	B00PM4TSZW	Precious Toys Kids & Toddler Pretend Play Shopping Cart with Groceries	Very disappointed.	I am so disappointed with this shopping cart!<br />Its so cheaply made & literally fell apart the first time we put it together. its dangerous for little fingers too, which was a no no for me.<br />Don't waste your time, you'll just have to return it in the end.<br />There are much better ones on amazon for even a better price that made wonderfully.<br />Disappointed!
2570	__label1__	4	N	Tools	B003KN21NI	Chef Works APKDC-WHT White Basic Bib Apron, 33-InchL by 27.5-InchW	good apron	I purchased three of these aprons to embroider for mother's day. Each held up great to a embroidery machine. After, we used paint to put the kids handprints on the aprons. With both paint and embroidery, I was concerned about washing them for the first time. But they held up great to a front loading washing machine.
2571	__label1__	4	N	Pet Products	B0002DGL26	Nylabone Just For Puppies Starter Kit Bone Puppy Dog Chew Toys	Puppy loves them	The only problem I have though is that sometimes the puppy likes to swallow it whole and nearly choked twice now. I think I should take it away from him.
2572	__label1__	3	N	Toys	B008D9MT68	Furreal Friends Bouncy My Happy-To-See-Me Pup Figure	Little disappointed	This is such a cute puppy. I am a little disappointed that it doesn't or can't relax a bit without just being powered off. I thought the barking and all the sounds it makes was cute, but the non stop spinning and jumping and spinning some more is almost to much.
2573	__label1__	3	N	Home Improvement	B001CJZUTY	Moen CSR2155BN Inspirations 5-Foot  Decorative Curved Shower Rod, Brushed Nickel	It wasn't fairly easy to install	This is a beautiful shower curtain rod. It wasn't fairly easy to install. The roller hooks that come with it roll really nice. I have a shower curtain I also purchased and it is just simply beautiful. Really sets off the bath.
2574	__label1__	2	N	Tools	B0013092CS	3M WorkTunes Hearing Protector, MP3 Compatible with AM/FM Tuner (90541-4DC)	makes a static sound	I would not recommend this, unless it was free or unless you are looking for ear warmers. It doesn't cover my ear (and I have small ears) If you bend the wire at all, the signal to the left ear shorts out and makes a static sound. I suppose this would be alright if you stayed absolutely still while listening to them... and if you add some kind of padding.
2575	__label1__	4	N	Outdoors	B000H8669Y	High Sierra 32" Drop Bottom Wheeled Duffle (Graphite/Titanium/Spring)	Good Quality	The rolling duffle was worth the investment. It withstood the hussle and bussle of being transported from aircraft to aircraft. It is spacious in the main cabin. The nine pockets around the bag makes it great for packing smaller things, or extra clothing.
2576	__label1__	4	Y	Jewelry	B00JDZESPQ	18K White& Rose Gold GP Crystal Rhinestone Infinity Cross Pendant Necklace	Good for the price	I bought one for myself. It is surely made in a high quality material but there's a little problem with stone. anyway, it's absolutely good for the price.
2577	__label1__	3	N	Toys	B00CS1WDBI	LeapFrog LeapPad Ultra/Ultra XDI  Kids' Learning Tablet, Green (styles may vary)	Was liked for a week or so	Got this for my daughter as one of her Christmas presents due to the fact every time me or my wife were on one of our iPads she would she (3 years old at the time, now 4) would want to play with it, since we downloaded a couple of apps for her. So I said to myself “get her something like an iPad but for kids" so I wound up getting this.  IF we didn't have any iPads, I think she would have continued to love it, but we had iPads and soon found that it wasn't an “iPad" so she still would take ours.<br />I ended up getting her an iPad Mini with an Otterbox Defender case. The Leapfrog itself is, in my opinion, not worth the price, I bought one for $170 at the time, the screen is really not that great, the resolution sucks, the games are just as expensive as Apple apps are, and though it can take a beating as she does still play with it ONCE in a while, spend the extra cash and get an iPad mini with a VERY good case, and child proof it with passwords, the leapfrog is very child friendly in terms of them not being able to access the internet, only a “special" internet, that was the only real plus.
2578	__label1__	3	N	Baby	B000G7NKXQ	LA Baby 2" Compact Crib Mattress, White	not loud enough	This mattress is loud as my little one crawls around on it- she roams around the crib a lot as she sleeps. It's irritating for me if I'm in the room but not loud enough to seem to wake her. Got this to go in a mini crib at the grandparents when she visits. It's just &#34;OK&#34;.
2579	__label1__	4	Y	Video Games	B0074LJ3CE	Mortal Kombat - PlayStation Vita	Nice	Online gameplay is not very good it takes hours to find an opponent but overall it's very good game but getting platinum is a nightmare . Whoever done this trophies for this  game is a psycho...
2580	__label1__	4	N	Shoes	B005MVNM9I	Sweet Beauty Women TERRA-01 boots 9	No blisters	What can I say? They didn't take much breaking in at all - no blisters. The back zipper is sturdy and no problem getting them on and off. We haven't had much of a mud season, but they seem to be holding up well to her stomping around in the yard. They look great, too.
2581	__label1__	3	N	Home Improvement	B0074WIVJ4	Mi Casa Verde Vera3 Flexible, Powerful Home Controller	Rather complicated	I'm not new to technology by any means but even I'm having trouble with this despite ample information resource. This could mean that I'm really bad at this or the product needs improvement in this area.
2582	__label1__	3	N	Baby	B00FG6G7XM	Roving Cove 16.2 ft [15ft Edge + 4 Corners] “Safe Edge and Corner Cushion” – PRE-TAPED CORNERS; - Value Pack - COFFEE; Premium Childproofing Edge & Corner Guard; Child Safety, Home Safety, Furniture Safety Bumper, Baby Proof Table Edge and Corner Protector	this worked fine except after a couple of months when the adhesives ...	keeps my toddler form bumping his head into table corners especially now that he's starting to walk. this worked fine except after a couple of months when the adhesives start to lose their sticking powers.
2583	__label1__	4	N	Tools	B00093DJ4M	DEWALT DW0714 Laser Enhancement Glasses	great visual assistance	This made quite the difference for me and allowed me to get some much better results. I highly recommend it.
2584	__label1__	3	N	Luggage	B00C8OK9NE	Wingeler Fashion Cartoon Heart Unisex Canvas Shoulder Bag Handbag School Bag Backpack - A5 (black)	so nervous	I'm so nervous about using this since it feels really flimsy. I know that it's for kids, but doesn't that make it worse? Kids break even the toughest bags all the time! I would be very nervous about recommending this to other people as well.
2585	__label1__	3	N	Tools	B007C6LHXY	Craftsman 9-31794 Slotted Phillips Screwdriver Set, 17 Piece	Nice Unit	This is particularly useful when working on floating objects like electrical outlets or car parts, or when working in tight spaces with it set to the straight grip position.
2586	__label1__	4	N	Video DVD	B0000VV4W2	An American Tail	Another fun under appreciated animation	An American tale can rival many of today's animations, if not put them to shame. Can't say the same for its sequels, but the first is a winner.
2587	__label1__	3	N	Jewelry	B002DW4PU4	Black Ceramic H Style Link Bracelet for Men	It looks good in the photos	It looks good in the photos, but the quality isn't there. The old adage, you get what you pay for applies here.
2588	__label1__	4	N	Tools	B0037Z7D0A	Bench Dog 10-035 Bench Cookie Work Grippers, 4-Pack	Cookie	I was ready to give up on this product until I ordered the matching BenchDog cones. I'm much happier with these when they're just used as a nonslip tool for finishing my projects.
2589	__label1__	3	N	Furniture	B004494A1S	Crown Mark Pierce Chair Side Table, Espresso	this is quite easy to assemble	this is quite easy to assemble. however, the lacquer on the legs are slightly different from the top. but it's a table, per se.
2590	__label1__	3	N	Furniture	B002NS1182	Flash Furniture FD-BHF-1-GG Hercules Series Trapezoidal Back Stacking Banquet Chair with Black Vinyl Frame	Shipping not good	One of the four chairs arrived crushed. The shipping box was not damaged so it happened in transit. They offered to send a replacement however the quality is missing so back they go. The other chairs have dimples, ridges, not of good quality. In this case you get what you pay for.
2591	__label1__	4	Y	Video Games	B00029QR8I	Sid Meier's Pirates! (Live the Life)	Classic fun	The sandbox style allows great variety in play. Rescuing your family is perhaps the most challenging aspect simply owing to time constraints and over time some of it can get a bit stale but I've found that picking it back up again after awhile seems to restore some oomf to it.
2592	__label1__	3	N	Apparel	B0077DYTY6	22" Classic Adult Size Opera Length Satin Gloves, Ivory	color do not match what i expect	The color does not match what I have received, so imagine my disappointment when the gloves arrived and the reverse was true; they were the color. I didn't open the plastic they were wrapped in since I knew I'd be returning them, so I can't judge the quality of material or construction.
2593	__label1__	4	N	Outdoors	B0068NYHFM	Pyle Waterproof Underwater Snorkeling & Diving Multi-Function Water Sport Wrist Watch with Dive Mode, Chronograph, Stopwatch, Water Temperature, Dive Depth & Duration, Orange	Accurate and Affordable	This is the best one I found in this price range. First, I can say that it's accurate at the depths I've gone which is up and down and only to about 20- 25 feet. I've watched it to see if it's tracking me correctly and the numbers look good. It's VERY readable and bright so underwater and it's manageable even with thin gloves on. I think it's a score for it's capabilities and it's price.
2594	__label1__	2	N	Watches	B000SZKI2M	Timex Men's T5J571 1440 Sport Watch with Blue Band	it didn't give the correct time..	I had to return this watch because it didn't give the correct time for my State. I bought this watch for a birthday present for my son. My son was so upset to find out that the watch he picked out over the internet didn't state the actually locations.
2595	__label1__	4	N	Jewelry	B001D3W6PA	Surgical Steel Plain Wedding Band / Thumb Ring 5mm Domed Comfort-Fit High Polish, size 9	perfect replacement	My husband kept losing his wedding ring that looked very much like this one, but was titanium. After replacing it twice, I went in search of a cheaper option. This ring was perfect.
2596	__label1__	3	Y	Automotive	B00IKR18KG	AntennaX Silver OEM Style (31-inch) Antenna for Toyota Sienna	Make sure it works!	Not quite what I was looking for.   This one may have been a bit better http://www.amazon.vote/gp/product/B0076AU0YS   Now they have the &#34;make sure it works&#34; checker at the top.
